Zone,Price,Years,Rooms,Area,NumberOfElevators,floor,direction
  قیطریه ,4250,30,2,95,1,2,
  دیباجی ,9,20,3,196,1,3,
  ظفر ,9300,0,3,155,1,3,
  هروی ,3200,17,2,90,1,4,
  بلوار شهدا ,"1,45",0,2,110,1,3,
  علی آباد ,1296,10,2,108,1,4,
  جردن ,9600,1,2,120,1,4,
  شهرک حمیدیان ,320,11,1,80,1,0,
  شهرک حمیدیان ,260,7,1,60,1,1,
  شهرک حمیدیان ,6200,5,2,70,1,1,
  شهرک حمیدیان ,600,2,2,110,1,0,
  علی آباد ,800,16,2,94,1,4,
  شهرک حمیدیان ,360,5,2,85,1,1,
  منظریه ,1600,8,2,107,1,1,
  میرداماد ,9950,0,3,130,1,3,
  زعفرانیه ,16554,3,3,178,0,,
  گلسار ,1800,15,2,86,1,3,
  زعفرانیه ,21160,3,3,230,0,,
  شهرک حمیدیان ,8500,0,2,125,1,3,
  فرمانیه ,11840,0,3,150,1,4,
  زعفرانیه ,"18,50",0,3,190,0,,
  ولنجک ,15200,0,3,160,0,,
  منظریه ,2500,1,2,127,1,3,
  قیطریه ,8100,0,2,110,1,4,
  زعفرانیه ,"18,40",4,3,205,0,,
  ولنجک ,16500,3,3,190,0,,
  زعفرانیه ,20,2,3,200,0,,
  زعفرانیه ,14450,1,3,170,0,,
  دروس ,8400,27,2,120,1,2,
  قیطریه ,12400,4,3,154,1,5,
  زعفرانیه ,26250,2,3,250,0,,
  زعفرانیه ,17226,3,3,198,0,,
  زعفرانیه ,"14,94",4,3,162,0,,
  زعفرانیه ,15640,2,3,184,0,,
  زعفرانیه ,16464,5,3,196,0,,
  فرمانیه ,7600,15,2,138,1,4,
  قیطریه ,11645,0,3,137,1,4,
  فرشته ,23400,2,3,260,0,,
  قیطریه ,8400,40,3,120,1,3,
  الهیه ,30,1,4,300,0,,
  محمودیه ,20,2,3,240,0,,
  قیطریه ,4500,27,2,90,1,2,
  زعفرانیه ,"20,10",4,3,230,0,,
  فرمانیه ,4620,8,2,66,1,3,
" خیابان اول نیروی هوایی
            ",7500,0,3,150,1,3,شمالی
" پرستار شمالی
            ",2480,8,2,80,1,,شمالی
" پرستار جنوبی
            ",1600,0,1,51,1,2,شمالی
" پرستار جنوبی
            ",3400,4,3,118,1,6,جنوبی
" خیابان چهارم نیروی هوایی
            ",2300,9,2,59,1,3,شرقی
" نبرد شمالی
            ",3180,0,3,120,1,,جنوبی
" نبرد شمالی
            ",2300,0,2,87,1,,جنوبی
" گلستان
            ",1320,17,1,60,0,2,شمالی
 لوکس ,168,0,5,840,2,16,شمالی
 ,84,0,4,420,2,7,شمالی
 ,84,0,4,420,2,7,شمالی
 ,168,0,4,840,2,16,شمالی
 ,84,0,4,420,2,6,شمالی
 ,72,0,4,360,2,6,شمالی
 ,168,0,5,840,2,17,شمالی
 مدرن فرمانیه ,108,0,4,360,2,11,-
 مدرن تکواحدی  ,72,0,4,360,2,6,شمالی
 مدرن,108,0,4,360,2,11,-
  تهرانپارس شرقی ,1750,5,1,60,1,5,شمالی، شرقی
 مدرن  ,100,0,4,360,2,11,-
  ظفر ,4600,20,2,100,1,3,
  دیلمان,1350,14,2,83,1,3,
  قیطریه ,11500,12,3,175,1,2,
  تهرانپارس ,10,0,3,200,1,12345,جنوبی
  معلم,950,14,2,95,1,3,
  فرمانیه ,15,8,3,170,1,2,
  پارک شهر,2500,1,2,110,1,2,
  سرگل,2750,0,3,125,1,1,
  قیطریه ,8325,6,2,111,1,1,
  رشتیان رشت ,900,15,2,85,1,2,
  فرمانیه ,30,0,4,300,2,9,شمالی
  رشتیان رشت ,700,16,2,68,1,2,
  قیطریه ,6400,1,20,110,1,4,
  معلم,2200,1,3,130,1,1,
  اختیاریه ,12450,1,3,150,1,4,
  رشتیان رشت ,2,0,3,200,1,4,
  تهرانپارس شرقی ,4100,8,3,128,1,3,جنوبی
  اختیاریه ,4,30,2,100,1,1,
  دروس ,7100,7,2,114,1,4,
" دهم فروردین
            ",1280,2,1,55,1,4,جنوبی
  اختیاریه ,6,0,2,100,1,2,
  زعفرانیه ,21840,2,3,240,0,,
" بلوار ابوذر
            ",2400,9,2,86,1,2,
  ولنجک ,25,1,3,250,0,,
  میرداماد ,6700,15,2,125,1,2,
" نبرد شمالی
            ",1780,3,1,60,1,3,شمالی
  زعفرانیه ,"20,10",3,3,230,0,,
  اختیاریه ,7200,0,2,100,1,5,
  فرشته ,18200,1,3,200,0,,
  میرداماد ,13100,0,3,163,1,3,
" کریمشاهیان
            ",1200,21,1,58,0,3,شمالی
  میرداماد ,6900,15,2,115,1,1,
  زعفرانیه ,23800,4,3,280,0,,
" افراسیابی شمالی
            ",1950,8,2,79,1,4,جنوبی
  هروی ,7600,0,2,120,1,2,
  زعفرانیه ,19800,4,3,220,0,,
  شهرک حمیدیان ,468,15,2,104,1,1,
  تهرانپارس غربی ,9500,0,3,202,1,1,شمالی
  خیابان دولت ,5700,4,2,80,1,3,
" بلوار ابوذر
            ",1350,13,1,60,0,2,جنوبی
  ولنجک ,15900,4,3,163,0,,
  زعفرانیه ,26600,2,4,280,0,,
  محمودیه ,17820,3,3,198,0,,
  زعفرانیه ,16,3,3,180,0,,
  فرمانیه ,6500,5,2,93,1,1,
  زعفرانیه ,19136,5,3,208,0,,
  الهیه ,"14,80",3,3,160,0,,
  هروی ,4100,10,3,105,1,2,
  ولنجک ,15664,1,3,176,0,,
  از برج زعفرانیه ,25,0,4,270,0,,-
  زعفرانیه ,22500,2,3,250,0,,
  هروی ,5100,5,2,85,1,4,
  زعفرانیه ,15,0,3,161,0,,
  ظفر ,9200,1,3,125,1,3,
  هروی ,3200,11,2,78,1,2,
  از برج فرشته ,20,0,3,220,0,,-
  از برج زعفرانیه ,37,0,4,350,0,,-
  خیابان دولت ,7800,10,2,120,1,2,
  زعفرانیه ,40700,1,4,370,0,,-
  قیطریه ,7600,6,2,111,1,1,
  زعفرانیه ,27550,3,3,290,0,,
  زعفرانیه ,17300,1,3,177,0,,
  پاسداران ,6500,1,2,100,1,6,
  هروی ,5750,5,2,88,1,2,
  زعفرانیه ,35520,0,4,320,0,,-
  اختیاریه ,6,0,2,100,1,2,
  خیابان دولت ,9849,12,3,147,1,3,
  ولنجک ,43,0,4,360,0,,-
  از برج فرشته ,13,0,3,148,0,,-
  قیطریه ,11475,0,3,135,1,2,
  زعفرانیه ,16920,6,3,188,0,,
  دروس ,4500,10,2,90,1,2,
  زعفرانیه ,17400,1,3,200,0,,
  زعفرانیه ,13500,0,3,150,0,,
  ظفر ,7800,0,3,115,1,2,
  پاسداران ,7800,8,2,127,1,4,
  از برج زعفرانیه ,27300,4,3,260,0,,-
  ولنجک ,10680,3,2,120,0,,
  دزاشیب ,7500,15,2,140,1,4,
  قیطریه ,13650,0,3,210,1,8,
  زعفرانیه ,18400,1,3,200,0,,
  خیابان دولت ,7500,2,2,100,1,5,
  زعفرانیه ,16,1,3,194,0,,
  ظفر ,11200,0,3,150,1,5,
  اختیاریه ,5664,15,2,118,1,3,
  زعفرانیه ,32940,2,4,305,0,,
  از برج زعفرانیه ,16740,0,3,186,0,,-
  زعفرانیه ,21420,0,3,210,0,,
  پاسداران ,8515,1,3,131,1,1,
  قیطریه ,7300,15,2,115,1,4,
  قیطریه ,10300,9,3,154,1,4,
  میرداماد ,4600,14,2,88,1,4,
 ,76,0,4,400,2,4,شمالی
  زعفرانیه ,13904,3,3,158,0,,
  ظفر ,6875,1,2,125,1,1,
  ظفر ,10600,0,3,150,1,3,
  قیطریه ,3870,18,2,78,1,2,
  قیطریه ,5700,6,2,95,1,3,
  فرمانیه ,6500,5,2,95,1,1,
  قیطریه ,7350,4,2,85,1,3,
 ,96,0,4,500,2,5,شمالی
  میرداماد ,10600,25,4,230,1,4,
  اختیاریه ,6700,16,2,108,1,5,
  ظفر ,10,0,3,150,1,1,
  زعفرانیه ,17,2,3,190,0,,
  ولنجک ,"22,80",1,3,240,0,,
 ,203,0,5,900,2,10,-
 ,76800,0,4,400,2,4,شمالی
  زعفرانیه ,16,1,3,174,0,,
  زعفرانیه ,26,2,3,260,0,,
  زعفرانیه ,16470,4,3,183,0,,
  زعفرانیه ,18216,0,3,207,0,,
 ,96,0,4,500,2,5,شمالی
 ,203,0,5,900,2,10,-
  خیابان دولت ,8320,5,2,130,1,3,
  زعفرانیه ,29,5,4,320,0,,
  هروی ,7300,18,3,145,1,5,
  میرداماد ,10500,0,3,142,1,5,
 ,76800,0,4,400,2,4,شمالی
 ,96,0,5,500,2,5,شمالی
  زعفرانیه ,22500,4,3,250,0,,
 ,207,0,5,900,2,10,-
  زعفرانیه ,15810,2,3,170,0,,
  قیطریه ,9750,5,3,150,1,1,
  زعفرانیه ,15660,0,3,180,0,,
  اختیاریه ,17500,0,3,215,1,5,
  ظفر ,7900,3,2,120,1,4,
  فرشته ,18540,5,3,219,0,,
  الهیه ,17280,2,3,192,0,,
  فرمانیه ,5400,0,2,80,1,3,
  زعفرانیه ,15397,3,3,173,0,,
  زعفرانیه ,19110,2,3,195,0,,
  از برج زعفرانیه ,30520,2,4,280,0,,-
  میرداماد ,6200,1,2,95,1,2,
  زعفرانیه ,19800,3,3,220,0,,
  میرداماد ,7900,155,3,155,1,5,
  زعفرانیه ,21375,2,3,225,0,,
  زعفرانیه ,16200,1,3,180,0,,
  ولنجک ,18414,4,3,198,0,,
  ولنجک ,21850,2,3,230,0,,
  ولنجک ,37,0,4,320,0,,
  محمودیه ,18500,5,3,200,0,,
